Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV_7763	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Thermodesulfovibrio	Unclassified
ASV_7755	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	Devosia	Unclassified
ASV_7761	Bacteria	Actinobacteria	Actinobacteria	Nakamurellales	Nakamurellaceae	Nakamurella	Unclassified
ASV_7765	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Unclassified	Unclassified
ASV_7766	Bacteria	Actinobacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
ASV_7768	Bacteria	Kiritimatiellaeota	Kiritimatiellae	Kiritimatiellales	Kiritimatiellaceae	Kiritimatiella	Unclassified
ASV_7770	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Unclassified	Unclassified	Unclassified
ASV_7772	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prolixibacteraceae	Unclassified	Unclassified
ASV_7767	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
ASV_7769	Bacteria	Proteobacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
ASV_7773	Bacteria	Proteobacteria	Deltaproteobacteria	Unclassified	Unclassified	Unclassified	Unclassified
ASV_7778	Bacteria	Proteobacteria	Deltaproteobacteria	Unclassified	Unclassified	Unclassified	Unclassified
ASV_7776	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylomonas	Unclassified
ASV_7774	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Acetivibrio	Unclassified
ASV_7775	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae1	Desulfitobacterium	Unclassified
ASV_7780	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae1	Unclassified	Unclassified
ASV_7781	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Phenylobacterium	Unclassified
ASV_7779	Bacteria	Actinobacteria	Thermoleophilia	Unclassified	Unclassified	Unclassified	Unclassified
ASV_7783	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophaceae	Syntrophus	Unclassified
ASV_7788	Bacteria	Chloroflexi	Caldilineae	Caldilineales	Caldilineaceae	Caldilinea	Unclassified
ASV_7786	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophobacteraceae	Syntrophobacter	Unclassified
ASV_7787	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Blastomonas	Unclassified
ASV_7796	Bacteria	Planctomycetes	Phycisphaerae	Sedimentisphaerales	Anaerohalosphaeraceae	Anaerohalosphaera	Unclassified
ASV_7797	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Unclassified	Unclassified	Unclassified
ASV_7790	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Sandaracinaceae	Sandaracinus	Unclassified
ASV_7791	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Sorangiineae	Polyangiaceae	Unclassified
ASV_7792	Bacteria	Proteobacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
ASV_7801	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
ASV_7794	Bacteria	Proteobacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
ASV_7799	Bacteria	Ignavibacteriae	Ignavibacteria	Ignavibacteriales	Ignavibacteriaceae	Ignavibacterium	Unclassified
ASV_7803	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
ASV_7798	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Desulfuromonadaceae	Unclassified	Unclassified
ASV_7809	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Unclassified	Unclassified	Unclassified
ASV_7806	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Pseudorhodoferax	Unclassified
ASV_7805	Bacteria	Proteobacteria	Gammaproteobacteria	Unclassified	Unclassified	Unclassified	Unclassified
ASV_7804	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Unclassified	Unclassified	Unclassified
ASV_7800	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae1	Bacillus	Unclassified
ASV_7807	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Unclassified	Unclassified	Unclassified
ASV_7812	Bacteria	Bacteroidetes	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
ASV_7815	Bacteria	Actinobacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
ASV_7817	Bacteria	Bacteroidetes	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
ASV_7819	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Marinilabiliaceae	Breznakibacter	Unclassified
ASV_7816	Bacteria	Chloroflexi	Caldilineae	Caldilineales	Caldilineaceae	Caldilinea	Unclassified
ASV_7813	Bacteria	Proteobacteria	Deltaproteobacteria	Unclassified	Unclassified	Unclassified	Unclassified
ASV_7818	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
ASV_7814	Bacteria	Actinobacteria	Actinobacteria	Unclassified	Unclassified	Unclassified	Unclassified
ASV_7825	Bacteria	Proteobacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
ASV_7828	Bacteria	Ignavibacteriae	Ignavibacteria	Ignavibacteriales	Ignavibacteriaceae	Unclassified	Unclassified
ASV_7822	Bacteria	Proteobacteria	Alphaproteobacteria	Unclassified	Unclassified	Unclassified	Unclassified
ASV_7823	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Unclassified	Unclassified	Unclassified
ASV_7826	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Hymenobacteraceae	Adhaeribacter	Unclassified
ASV_7827	Bacteria	Bacteroidetes	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
ASV_7829	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Unclassified	Unclassified
ASV_7820	Bacteria	Proteobacteria	Betaproteobacteria	Unclassified	Unclassified	Unclassified	Unclassified
ASV_7833	Bacteria	Ignavibacteriae	Ignavibacteria	Ignavibacteriales	Ignavibacteriaceae	Unclassified	Unclassified
ASV_7832	Bacteria	Actinobacteria	Actinobacteria	Unclassified	Unclassified	Unclassified	Unclassified
ASV_7830	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Pseudolabrys	Unclassified
ASV_7837	Bacteria	Chloroflexi	Caldilineae	Caldilineales	Caldilineaceae	Caldilinea	Unclassified
ASV_7838	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
ASV_7836	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	Unclassified
ASV_7834	Bacteria	Actinobacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
ASV_7839	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
ASV_7840	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Unclassified	Unclassified
ASV_7842	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Unclassified	Unclassified
ASV_7843	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
ASV_7841	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Mesorhizobium	Unclassified
ASV_7852	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
ASV_7847	Bacteria	Proteobacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
ASV_7845	Bacteria	Proteobacteria	Gammaproteobacteria	Nevskiales	Unclassified	Unclassified	Unclassified
ASV_7846	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae1	Unclassified	Unclassified
ASV_7844	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	Unclassified
ASV_7851	Bacteria	Ignavibacteriae	Ignavibacteria	Ignavibacteriales	Ignavibacteriaceae	Melioribacter	Unclassified
ASV_7848	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Altererythrobacter	Unclassified
ASV_7850	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Unclassified	Unclassified
ASV_7853	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Unclassified	Unclassified
ASV_7849	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Unclassified	Unclassified	Unclassified
ASV_7855	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Unclassified	Unclassified
ASV_7854	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Azospirillaceae	Skermanella	Unclassified
ASV_7858	Bacteria	Actinobacteria	Actinobacteria	Unclassified	Unclassified	Unclassified	Unclassified
ASV_7859	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Unclassified	Unclassified
ASV_7863	Bacteria	Proteobacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
ASV_7862	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Sorangiineae	Polyangiaceae	Unclassified
ASV_7860	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Unclassified	Unclassified	Unclassified
ASV_7865	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Sorangiineae	Labilitrichaceae	Unclassified
ASV_7868	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Unclassified	Unclassified	Unclassified
ASV_7870	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
ASV_7866	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Unclassified	Unclassified
ASV_7869	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae1	Clostridiumsensustricto	Unclassified
ASV_7864	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
ASV_7873	Bacteria	Proteobacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
ASV_7867	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Agrobacterium	Unclassified
ASV_7872	Bacteria	Firmicutes	Clostridia	Clostridiales	Unclassified	Unclassified	Unclassified
ASV_7874	Bacteria	Actinobacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
ASV_7876	Bacteria	Acidobacteria	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	Vicinamibacter	Unclassified
ASV_7879	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
ASV_7878	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Pseudolabrys	Unclassified
ASV_7882	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Ilumatobacteraceae	Desertimonas	Unclassified
ASV_7881	Bacteria	Proteobacteria	Deltaproteobacteria	Unclassified	Unclassified	Unclassified	Unclassified
ASV_7880	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Gemmobacter	Unclassified
ASV_7897	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
ASV_7886	Bacteria	Proteobacteria	Betaproteobacteria	Unclassified	Unclassified	Unclassified	Unclassified
ASV_7883	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Gallionellaceae	Sideroxydans	Unclassified
ASV_7888	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Zoogloeaceae	Aromatoleum	Unclassified
ASV_7885	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Actinopolymorphaceae	Unclassified	Unclassified
ASV_7891	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Nitrosomonadaceae	Nitrosomonas	Unclassified
ASV_7887	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae1	Desulfitobacterium	Unclassified
ASV_7893	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Propionivibrio	Unclassified
ASV_7898	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
ASV_7895	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Unclassified	Unclassified	Unclassified
ASV_7892	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae1	Paenibacillus	Unclassified
ASV_7889	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter	Unclassified
ASV_7894	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
ASV_7896	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
ASV_7899	Bacteria	Ignavibacteriae	Ignavibacteria	Ignavibacteriales	Ignavibacteriaceae	Ignavibacterium	Unclassified
ASV_7901	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
ASV_7900	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
ASV_7903	Bacteria	Proteobacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
ASV_7907	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
ASV_7904	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Intrasporangiaceae	Terrabacter	Unclassified
ASV_7906	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae	Desulfobulbus	Unclassified
ASV_7909	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptacidiphilus	Unclassified
ASV_7908	Bacteria	Firmicutes	Limnochordia	Limnochordales	Limnochordaceae	Limnochorda	Unclassified
ASV_7910	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Aquabacterium	Unclassified
ASV_7915	Bacteria	Actinobacteria	Actinobacteria	Unclassified	Unclassified	Unclassified	Unclassified
ASV_7912	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Micromonospora	Unclassified
ASV_7911	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Magnetospirillum	Unclassified
ASV_7913	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Unclassified	Unclassified	Unclassified
ASV_7918	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Unclassified	Unclassified	Unclassified
ASV_7919	Bacteria	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae	Raoultibacter	Unclassified
ASV_7924	Bacteria	Verrucomicrobia	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
ASV_7921	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae1	Unclassified	Unclassified
ASV_7920	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
ASV_7923	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter	Unclassified
ASV_7933	Bacteria	Chloroflexi	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
ASV_7925	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Propionivibrio	Unclassified
ASV_7928	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
ASV_7905	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Thermodesulfovibrio	Unclassified
ASV_7927	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodovulum	Unclassified
ASV_7929	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Unclassified	Unclassified
ASV_7926	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Unclassified	Unclassified
ASV_7922	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Thermodesulfovibrio	Unclassified
ASV_7930	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Actinoplanes	Unclassified
ASV_7937	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Unclassified	Unclassified	Unclassified
ASV_7934	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Unclassified
ASV_7932	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae	Unclassified	Unclassified
ASV_7935	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Amaricoccus	Unclassified
ASV_7938	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_IncertaeSedisXIII	Unclassified	Unclassified
ASV_7939	Bacteria	Actinobacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
ASV_7940	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Unclassified	Unclassified	Unclassified
ASV_7943	Bacteria	Acidobacteria	Blastocatellia	Blastocatellales	Arenimicrobiaceae	Brevitalea	Unclassified
ASV_7941	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophobacteraceae	Syntrophobacter	Unclassified
ASV_7945	Bacteria	Bacteroidetes	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
ASV_7947	Bacteria	Bacteroidetes	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
ASV_7944	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatirosa	Unclassified
ASV_7949	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Unclassified	Unclassified	Unclassified
ASV_7952	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
ASV_7951	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Fuscovulum	Unclassified
ASV_7956	Bacteria	Acidobacteria	Holophagae	Holophagales	Holophagaceae	Unclassified	Unclassified
ASV_7957	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
ASV_7950	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Unclassified	Unclassified	Unclassified
ASV_7959	Bacteria	Verrucomicrobia	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
ASV_7953	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae1	Bacillus	Unclassified
ASV_7963	Bacteria	Ignavibacteriae	Ignavibacteria	Ignavibacteriales	Ignavibacteriaceae	Unclassified	Unclassified
ASV_7958	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae1	Unclassified	Unclassified
ASV_7962	Bacteria	Chloroflexi	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
ASV_7970	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
ASV_7969	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
ASV_7960	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Thiobacillaceae	Sulfuritortus	Unclassified
ASV_7973	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Unclassified	Unclassified	Unclassified
ASV_7961	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophaceae	Syntrophus	Unclassified
ASV_7965	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Rheinheimera	Unclassified
ASV_7967	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
ASV_7972	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Rectinema	Unclassified
ASV_7968	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium	Unclassified
ASV_7974	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Gallionellaceae	Unclassified	Unclassified
ASV_7977	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Unclassified	Unclassified	Unclassified
ASV_7975	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Pseudoxanthomonas	Unclassified
ASV_7979	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Unclassified	Unclassified	Unclassified
ASV_7976	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Unclassified	Unclassified
ASV_7981	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Lentimicrobiaceae	Lentimicrobium	Unclassified
ASV_7978	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Sporomusaceae	Pelosinus	Unclassified
ASV_7980	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
ASV_7984	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Ilumatobacteraceae	Unclassified	Unclassified
ASV_7982	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylomicrobium	Unclassified
ASV_7985	Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Streptosporangiaceae	Nonomuraea	Unclassified
ASV_7988	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
ASV_7991	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
ASV_7994	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Unclassified	Unclassified	Unclassified
ASV_7996	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
ASV_7986	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae1	Clostridiumsensustricto	Unclassified
ASV_7993	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Gallionellaceae	Sulfuricella	Unclassified
ASV_7987	Bacteria	Proteobacteria	Gammaproteobacteria	Nevskiales	Unclassified	Unclassified	Unclassified
ASV_7992	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophaceae	Unclassified	Unclassified
ASV_8004	Bacteria	Planctomycetes	Phycisphaerae	Sedimentisphaerales	Unclassified	Unclassified	Unclassified
ASV_7995	Bacteria	Proteobacteria	Oligoflexia	Silvanigrellales	Silvanigrellaceae	Unclassified	Unclassified
